大南正編列傳初集卷之三十。	ĐẠI NAM CHÍNH BIÊN LIỆT TRUYỆN Tập đầu, quyển 30.
淳郡公宏郡公等將兵走脱。	bọn thuần quận công và hoành quận công đem quân chạy thoát .
其所償財命錢收在犯人不得連捉。	còn tiền bồi thường của cải , tính mạng thì thu ở phạm nhân , không được bắt lây người khác .
城中驚乱。	trong thành sợ hãi rối loạn .
朕指揮武節號令神兵。	trẫm chỉ huy cờ võ , hiệu lệnh binh thần .
功臣上相明康仁智武貞䧺畧太王。	công thần thượng tướng minh khang nhân trí vũ trinh hùng lược thái vương .
黎文休曰夫古人所謂瑞者以得贒與豊年外此不足爲瑞也。	lê văn hưu nói : phàm người xưa gọi là điềm lành , là nói việc được người hiền và được mùa , ngoài ra không có gì đáng gọi là điềm lành cả .
甲寅。	ngày giáp dần .
可即禁止之。	khả lập tức sai cấm hẳn .
又令諸軍造浮橋過潭江渡被風波折破二日未成因下令三軍爭渡黄舍江至安决黔皷山駐營。	lại sai các quân làm cầu phao qua bến đò đàm giang , nhưng bị sóng gió phá gãy , hai ngày chưa xong , vì thế mới hạ lệnh cho ba quân tranh thủ qua sông hoàng xá đến núi kiềm cổ ở yên quyết mà đóng dinh .
是日初更天降細武五更大雨滂沱。	hôm ấy , canh một trời mưa nhỏ , đến canh năm mưa to , nước tràn trề .
汝諧倉卒伏地對曰臣以習𭓇誤在此耳。	nhữ hài vội vàng lạy rạp xuống đất tâu : " thần vì mãi học , đi lỡ ra đây " .
定内外任祿制。	định chế độ bổng lộc của các quan cai trị trong ngoài .
秋八月進封太尉西國公鄭柞爲元帥掌國政西定王。	mùa thu , tháng tám , tiến phong thái uý tân quốc công trịnh tạc là nguyên soái chưởng quốc chính tây định vương .
臣又聞古語云蒭蕘之言聖人擇焉。	thần lại nghe cổ ngữ có câu : " lời nói của kẻ cắt cỏ , kiếm củi , thánh nhân cùng cân nhắc lựa dùng " .
上皇大怒即還天長詔百官明日俱至天長府點集違者論罪。	thượng hoàng giận lắm , lập tức trở về thiên trường , xuống chiếu cho các quan ngay ngày mai đều phải tới phủ thiên trường để điểm danh , ai trái lệnh sẽ bị xử tội .
十二月十二日明王通遣步軍過瀘江先發水軍隨後。	tháng mười hai , ngày mười hai , vương thông nhà minh sai quân bộ qua sông lô đi trước , quân thuỷ theo sau .
九月莫敬典率兵回京邑。	tháng chín , mạc kính điển đem quân về kinh ấp .
左相覺謀乃不果。	tả tướng biết được , mưu ấy không thành .
兵行至瀘江攻浮橋尋又奔散爲李彬所敗。	quân đến lô giang , đánh phá được cầu phao , nhưng ít lâu sau , bị lý bân đánh bại , tan tác chạy dài .
俘卒親戚聞之仰德如天地感恩如父母。	họ hàng của quân lính bị bắt nghe thấy thế , đều đội công đức như trời đất , cảm ơn sâu như cha mẹ .
十一月有流星長五丈墮地聲如巨雷。	tháng mười một , có sao băng dài năm trượng sa xuống đất , tiếng kêu như sét đánh .
必多殺士卒傷良將吏寡人之妻孤人之子獨人父母得一亡十朕不忍爲之埜。	tất phải chết nhiều quân lính , hại các tướng lại tài giỏi , làm cho vợ goá chồng , con mồ côi , cha mẹ mất con , được một hại mười , trẫm không nỡ làm thế .
北軍都督府左都督華林伯鄭季述工部右侍郎阮僴吏科都給事中黎嵩海陽承宣參議阮漢廷徃市橋驛。	bắc quân đô đốc phủ tả đô đốc hoa lâm bá trịnh quý thuật , công bộ hữu thị lang nguyễn giản , lại khoa đô cấp sự trung lê tung , hải dương thừa tuyên tham nghị nguyễn hán đình sang trạm thị cầu .
如秦始皇知東南有天子氣數遊以厭之漢髙猶興終不䏻勝也。	ví như tần thuỷ hoàng biết là phương đông nam có vượng khí thiên tử , đã mấy lần xuống phương ấy để trấn áp , mà rút cuộc hán cao vẫn nổi dậy , có trấn áp được đâu .
天下各處百姓服二十七日。	dân chúng các xứ trong nước để tang hai mươi bảy ngày .
黎察等請誅之帝不咱。	bọn lê sát xin giết đi , vua không nghe .
王薦之。	vương tiến cử ông .
十一月丁未帝親征農可來。	tháng mười một , ngày đinh mùi , vua thân đi đánh nông khải lai .
雷震巨石以助之何足為袏也。	thế thì việc sét đánh đá lớn để giúp chẳng có gì là lạ cả .
刁鴞城指揮張麟知府陳耘等出路。	bọn chỉ huy trương lân và tri phủ trần vân ở thành điêu diêu ra hàng .
改都衛府為三司院曰奉宣清肃憲正等院。	đổi đô vệ phủ làm tam ty viện , gồm các viện phụng tuyên , thanh túc , hiến chính .
󰱥今各處考試前項要得職字能文者。	kể từ nay , các xứ khảo thí hạng nói trên , phải lấy người biết chữ , hay văn .
四月己酉朔日蝕天雨。	tháng bốn , ngày kỷ mậu mồng một , nhật thực , trời mưa .
是日莫兵横屍相枕填委满壑血流漂杵。	ngày hôm ấy , quân mạc xác chết gối lên nhau , lấp đầy hào rãnh , máu chảy trôi chày .
後追上尊謚為神皇帝廟號昭宗。	sau được truy dâng thuỵ hiệu là thần hoàng đế , miếu hiệu chiêu tông .
二十九日勑旨凣寫造嘱書文契一體用陸路中紙若一切文字用官樣中紙。	ngày hai mươi chín , ra sắc chỉ rằng : khi làm chúc thư , văn khế , thì nhất loạt dùng thứ giấy lục lô hạng trung , còn hết thảy giấy tờ khác dùng giấy quan hạng trung .
是日右将黄廷愛差属將收捕斬之及徒黨四人俘送營門亦斬之。	hôm ấy , hữu tướng hoàng đình ái sai thuộc tướng đánh bắt được , đem chém , bắt được bốn tên đồ đảng giải đến cửa dinh , cũng chém cả .
又置都督都護都統總𬋩府太守司以轄之。	lại đặt các phủ đô đốc , đô hộ , đô thống , tổng quản và ty thái thú để trông coi .
而吕岱奉吳詔誅徽自廣州將兵畫夜馳入合浦與良俱前誘士王之子中郎將匡與徽説令伏罪雖失郡守保無他憂。	kế đó lữ đại vâng chiếu nước ngô đánh huy , đem quân từ quảng châu , ngày đêm đi gấp đến hợp phố , cùng với lương đều tiến , dụ con của sĩ nhiếp là trung lang tướng khuông bảo huy ra chịu tội , tuy mất chức quận thú , nhưng bảo đảm không có lo ngại gì khác .
黃龍飛自紫宸殿至會龍殿。	rồng vàng bay từ điện tử thần đến điện hội long .
遂收兵屯駐安營依如圖次。	bèn thu quân dừng lại đóng doanh trại theo như trận đồ .
是歲大饑米一升直七十錢。	năm ấy đói to , một thăng gạo giá bảy mươi đồng tiền .
時翰林學士胡宗鷟亦有討閑效顰詩集皆感時作也。	bấy giờ hàn lâm học sĩ hồ tông thốc cũng có tập thơ thảo nhàn hiệu tần thi tập đều là cảm thời thế mà làm cả .
盖上既平占城威振絶域故西方藩國皆奔走先後争來朝貢。	vì vua đã dẹp được chiêm thành , uy thanh chấn động khắp chốn , cho nên các nước phiên thuộc ở phía tây đều lật đật kẻ trước người sau tranh nhau đến cống .
三月帝閲武于永洞。	tháng ba , vua duyệt binh ở vĩnh động .
累世為仇。	truyền kiếp cừu thù .
是時平安王疑登郡公阮啓有異心命内監岳郡公裴仕林械繋之按驗無賍一年乃赦。	bấy giờ , bình an vương ngờ đăng quận công nguyễn khai có bụng khác , sai nội giám nhạc quận công bùi sĩ lâm cùm trói lại , tra xét không có tang chứng , sau một năm thì tha .
㦃大之惡甚矣。	tội ác của sản , đại thực quá lắm .
况陛下春秋方富古今治道未悉周知。	huống chi bệ hạ đương lúc tuổi còn trẻ , chưa biết được mọi đạo trị nước xưa nay .
定邊界。	định biên giới .
夫甲子流年天之運也。	phàm năm này sang năm khác theo can chi là sự chuyển vận của trời .
帝與鄧悉以眾寡不敵南行化。	vua và đặng tất vì quân ít không địch nổi , rút về nam đến hoá .
魯納其子糾是也。	nước lỗ đưa công tử củ về là thế .
造衮陽砲令諸将照樣爲之。	chế súng cổn dương , ra lệnh cho các tướng theo kiểu đó mà làm .
庚子五年宋淳熙七年。	canh tý , năm thứ năm , ( tống thuần hy năm thứ bảy ) .
十九日明人攻慈廉排沙堆。	ngày mười chín , quân minh đánh vào bài sa đôi , huyện từ liêm .
時汝諧𬋩神武神策兼乂安經畧大使而哀牢侵南戎乃乂安之属邑故以汝諧為督将諸軍皆受節制。	bấy giờ nhữ hài chỉ huy quân thần vũ và thần sách , kiêm chức kinh lược đại sứ nghệ an , mà ai lao xâm lấn đất nam nhung là thuộc ấp của nghệ an , cho nên lấy nhữ hài làm đốc tướng , các quân đều chịu sự chỉ huy của ông .
旨揮内密官内密女内人宮婢等今後見有詔旨及宫内諸事不得先私𭁈外人及妻子親戚漏泄。	ra sắc chỉ cho các quan ở nội mật , đàn bà ở nội mật và các cung tỳ , nội nhân rằng : từ nay về sau , nếu thấy chiếu chỉ và các việc cung thì không được lén lút tiết lộ ra trước cho người ngoài và con thân thích .
󰱑官同亨𤼵白太尉可曰此滛風惡俗不可坐瀆駕前。	đài quan đồng hanh phát bẩm với thái uý khả rằng : " đấy là thói dâm tục xấu , không để nhảm nhí trước xa giá " .
吳氏既亡十二使君乘時蜂起吳日慶㨿唐林李朗公㨿超類矯順㨿洄湖吳南帝㨿夜澤阮超㨿扶烈范防遏㨿藤州。	ngô thị kí vong , thập nhị sứ quân thừa thời phong khởi : ngô nhật khánh cứ đường lâm , lí lãng công cứ siêu loại , kiểu thuận cứ hồi hồ , ngô nam đế cứ dạ trạch , nguyễn siêu cứ phù liệt , phạm phòng át cứ đằng châu .
乂安鎮為臨安鎮。	trấn nghệ an thành trấn lâm an .
路置安撫使副。	lộ đặt chức an phủ sứ và an phủ phó sứ .
朝堂等官請進封王世子西國公鄭柞王爵以合傳家盛典。	các quan triều đường xin tiến phong tước vương cho thế tử của vương là tây quận công trịnh tạc để hợp với thịnh điển nếp nhà .
帝捧香爐禱天󰍶忽香爐倒于地上。	vua bưng lư hương khấn trời xong , bỗng lư hương rơi xuống đất .
令收天下各處大集錢以充國用。	sai thu tiền đại tập của các xứ trong nước để dùng vào việc nước .
一文呈憑祥縣知縣李廣寧監執差人黄世恭。	một tờ trình về việc tri huyện bằng tường lý quãng ninh bắt giữ người của ta sai đi là hoàng thế cung .
是歲饑疫人民不得耕種死者相󰥺。	năm ấy đói và dịch bệnh , nhân dân không cày cấy được , người chết gối lên nhau .
嘗定戶口國母私求一丁為勾當。	có lần duyệt định số hộ khẩu , quốc mẫu xin riêng cho một người làm câu đương .
莫敬用自率子弟逼之。	mạc kính dụng tự đem con em đến bức .
上皇自将號令嚴明威聲遠震哀牢聞之奔潰。	thượng hoàng đích thân chỉ huy , hiệu lệnh nghiêm minh , uy thanh vang dội , ai lao nghe tiếng chạy tan .
上智字著服侯四人黎克復黎鞋等。	thượng trí tự trước phục hầu bốn người là bọn lê khắc phục , lê hài .
偽福王高國公並名缺等率眾奪擊殺會郡公于陣。	bọn nguỵ phúc vương và cao quốc công ( đều không rõ tên ) đem quân đến đánh cướp , giết hội quận công tại trận .
令國人有父母妻子兄弟奴婢親戚從賊在城許自願登城城破即領回家。	hạ lệnh cho người trong nước , ai có cha mẹ , vợ con , anh em , nô tì , thân thích theo giặc ở trong thành cho tự nguyện lên thành , khi phá được thành sẽ cho nhận đem về .
或請緩師上皇曰去年親征不果。	có người xin hoãn việc xuất quân . thượng hoàng nói : " năm ngoái định thân chinh rồi không được .
節制鄭松造作两輪車飾以珠寳象牙為之車上用篷漆車傍刻象牙檻四壁黒漆以金貼之。	tiết chế trịnh tùng cho đóng xe hai bánh , trang sức bằng ngọc ngà , trên xe làm mui sơn , hai bên xe khắc lan can bằng ngà , bốn vách sơn then , thếp vàng .
